label, NtQueryAttributesFile, DnsQuery_W, sendto, SendNotifyMessageA, CreateServiceW, NtCreateThreadEx, CryptHashData, CryptExportKey, CopyFileW, NtReadVirtualMemory, CreateServiceA, bind, DnsQuery_A, ControlService, ObtainUserAgentString, NtQuerySystemInformation, GetFileVersionInfoExW, NtGetContextThread, GetFileVersionInfoSizeW, GetSystemDirectoryW, RtlDecompressBuffer, NtOpenKey, GlobalMemoryStatus, Process32FirstW, GetCursorPos, CreateThread, CreateDirectoryExW, getaddrinfo, HttpOpenRequestW, recvfrom, ShellExecuteExW, CWindow_AddTimeoutCode, GetSystemDirectoryA, NtTerminateProcess, LoadStringW, SendNotifyMessageW, Module32NextW, accept, CreateDirectoryW, GetAdaptersAddresses, NtDeviceIoControlFile, CreateActCtxW, HttpOpenRequestA, NtQueryFullAttributesFile, InternetReadFile, DeleteUrlCacheEntryA, NtWriteFile, LookupAccountSidW, SetFileInformationByHandle, NetShareEnum, CryptEncrypt, EnumServicesStatusA, CDocument_write, NtClose, NtCreateSection, GetSystemWindowsDirectoryA, DrawTextExW, LdrGetProcedureAddress, CryptProtectData, connect, SHGetFolderPathW, RtlAddVectoredContinueHandler, RegEnumValueA, NtDeleteKey, GetSystemWindowsDirectoryW, NtCreateKey, NetGetJoinInformation, __anomaly__, GetKeyboardState, InternetGetConnectedState, InternetSetOptionA, WSASendTo, DeleteFileW, GetFileAttributesW, GetFileVersionInfoSizeExW, RegEnumValueW, CopyFileA, InternetOpenUrlW, AssignProcessToJobObject, SetErrorMode, PRF, InternetCrackUrlA, GetBestInterfaceEx, InternetOpenA, SHGetSpecialFolderLocation, NtSetContextThread, RegQueryValueExW, OpenServiceW, GetNativeSystemInfo, GlobalMemoryStatusEx, SetStdHandle, getsockname, GetDiskFreeSpaceW, CryptUnprotectMemory, SetFilePointerEx, IWbemServices_ExecQuery, RegDeleteKeyA, WSAStartup, RegQueryValueExA, GetAddrInfoW, CertControlStore, InternetOpenUrlA, InternetOpenW, GetKeyState, SetFilePointer, RegDeleteKeyW, MoveFileWithProgressW, GetAsyncKeyState, DrawTextExA, CopyFileExW, GetVolumePathNamesForVolumeNameW, CoInitializeEx, GetUserNameExA, LoadStringA, NtMapViewOfSection, CreateProcessInternalW, NtDeleteValueKey, ReadCabinetState, NtLoadDriver, NtResumeThread, timeGetTime, LoadResource, NtEnumerateValueKey, ExitWindowsEx, GetUserNameExW, GetSystemTimeAsFileTime, CoCreateInstanceEx, Process32NextW, InternetCrackUrlW, NtProtectVirtualMemory, RegEnumKeyExW, NtShutdownSystem, GetAdaptersInfo, OpenServiceA, RtlCreateUserThread, LdrGetDllHandle, RtlDecompressFragment, SetFileTime, LdrLoadDll, GetSystemMetrics, CoCreateInstance, CryptCreateHash, NtLoadKey, NtUnmapViewOfSection, NtSuspendThread, LdrUnloadDll, RegEnumKeyExA, InternetCloseHandle, NtOpenSection, GetFileVersionInfoW, RegDeleteValueA, FindFirstFileExA, select, GetTempPathW, RtlCompressBuffer, NtOpenDirectoryObject, NtQueueApcThread, GetUserNameA, WriteConsoleW, UuidCreate, DeviceIoControl, InternetConnectW, RegSetValueExA, GetDiskFreeSpaceExW, RegCloseKey, WriteConsoleA, NtOpenThread, NtEnumerateKey, COleScript_Compile, RegEnumKeyW, DecryptMessage, EnumWindows, ioctlsocket, TaskDialog, NtOpenMutant, Math_random, InternetSetStatusCallback, RegDeleteValueW, FindWindowExA, ReadProcessMemory, CryptDecodeObjectEx, FindWindowExW, NtCreateFile, UnhookWindowsHookEx, InternetConnectA, Thread32First, GetFileType, IWbemServices_ExecMethod, LookupPrivilegeValueW, SetEndOfFile, GetComputerNameW, RtlRemoveVectoredContinueHandler, CoInitializeSecurity, CertOpenSystemStoreA, InternetWriteFile, setsockopt, NtDuplicateObject, CryptProtectMemory, MessageBoxTimeoutA, MessageBoxTimeoutW, CertCreateCertificateContext, NtQueryMultipleValueKey, NetUserGetLocalGroups, GetComputerNameA, NtOpenProcess, GetVolumeNameForVolumeMountPointW, gethostbyname, CElement_put_innerHTML, RegSetValueExW, NtSaveKey, SetInformationJobObject, CertOpenSystemStoreW, NtDelayExecution, NtOpenKeyEx, CryptDecrypt, RtlAddVectoredExceptionHandler, EncryptMessage, CryptGenKey, InternetQueryOptionA, ActiveXObjectFncObj_Construct, WSAConnect, GetSystemInfo, RegQueryInfoKeyA, SearchPathW, WriteProcessMemory, OpenSCManagerA, Thread32Next, RegCreateKeyExW, SetFileAttributesW, CoGetClassObject, NtWriteVirtualMemory, listen, WSASocketA, RegOpenKeyExW, RemoveDirectoryW, FindWindowA, WSASend, GetShortPathNameW, InternetGetConnectedStateExW, WSASocketW, NtQueryInformationFile, CoUninitialize, RegQueryInfoKeyW, CryptAcquireContextA, CreateJobObjectW, GetFileSize, IsDebuggerPresent, GetFileAttributesExW, NtQueryDirectoryFile, CreateToolhelp32Snapshot, InternetGetConnectedStateExA, NtCreateMutant, CertOpenStore, URLDownloadToFileW, __exception__, NetUserGetInfo, NtSetInformationFile, GetFileSizeEx, OpenSCManagerW, SetWindowsHookExA, NtSetValueKey, RtlRemoveVectoredExceptionHandler, NtReadFile, GetForegroundWindow, send, RegOpenKeyExA, shutdown, EnumServicesStatusW, FindResourceExA, NtQueryValueKey, StartServiceW, NtFreeVirtualMemory, DeleteService, CreateRemoteThread, NtTerminateThread, HttpSendRequestA, GetVolumePathNameW, SizeofResource, NtOpenFile, NtQueryKey, OutputDebugStringA, NtAllocateVirtualMemory, HttpSendRequestW, HttpQueryInfoA, recv, FindResourceW, DeleteUrlCacheEntryW, GetFileInformationByHandle, FindResourceExW, SetWindowsHookExW, WSARecvFrom, Module32FirstW, OleInitialize, RegCreateKeyExA, RemoveDirectoryA, FindWindowW, FindFirstFileExW, StartServiceA, GetTimeZoneInformation, SetUnhandledExceptionFilter, WSARecv, CryptAcquireContextW, GetUserNameW, closesocket, NtDeleteFile, RegisterHotKey, socket, GetFileInformationByHandleEx, FindResourceA
23, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 38, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 8, 0, 0, 0, 9, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 338, 8, 0, 26, 76, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 7, 16, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 2316, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 3, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 8, 17, 0, 0, 14, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 81, 0, 0, 0, 0, 192, 0, 0, 0, 0, 14, 0, 0, 30, 134, 2, 0, 0, 16, 0, 32, 0, 0, 10, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 558, 0, 0, 0, 0, 111, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 14, 4, 3, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 680, 1, 0, 0, 0, 0, 0, 3, 18, 0, 0, 0, 1, 0, 0, 113, 0, 0, 2, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 117, 3, 0, 5, 3, 0, 0, 12, 0, 89, 0, 0, 0, 0, 0, 0, 2, 0, 0, 76, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 1, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 12, 0
24, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 2, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 2, 0, 4, 161, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 172, 4, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 76, 28, 1, 0, 0, 2, 0, 12, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 1, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 30, 0, 0, 0, 23, 0, 181, 0, 0, 0, 0, 0, 0, 0, 2, 0, 141, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 2, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 2, 0, 4, 959, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 156, 4, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 36, 0, 2, 0, 0, 0, 0, 0, 10, 0, 0, 92, 28, 1, 0, 0, 2, 0, 12, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 1, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 30, 0, 0, 0, 23, 0, 182, 0, 0, 0, 0, 0, 0, 0, 2, 0, 142, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
26, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 1, 2, 0, 40, 0, 2, 61, 1, 0, 16, 0, 0, 0, 0, 0, 0, 1, 4, 74, 0, 1, 2, 21, 2, 0, 0, 0, 0, 1, 3, 0, 2, 0, 0, 0, 595, 8, 0, 10, 36, 0, 0, 8, 0, 13, 0, 3, 1, 0, 0, 1, 0, 0, 0, 0, 14, 0, 12, 0, 0, 0, 10, 0, 0, 0, 0, 1, 0, 426, 0, 2, 1, 0, 16, 0, 0, 1, 0, 0, 5, 171, 0, 0, 0, 0, 596, 142, 1, 0, 0, 176, 0, 8, 106, 0, 144, 8, 0, 0, 0, 0, 1, 0, 5, 4, 0, 0, 318, 4, 69, 0, 5, 81, 0, 2, 0, 0, 3, 0, 3, 1, 968, 36, 0, 0, 4, 0, 6, 93, 0, 10, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 5, 2, 0, 0, 1, 424, 0, 0, 5, 0, 9, 0, 4, 0, 0, 2, 0, 0, 8, 0, 5, 0, 0, 126, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 16, 11, 0, 0, 0, 0, 0, 0, 0, 19, 4, 4, 0, 5, 0, 0, 0, 243, 347, 0, 0, 0, 0, 0, 0, 0, 7, 33, 2, 0, 0, 0, 1, 3, 22, 0, 0, 0, 442, 0, 0, 0, 4, 0, 0, 3, 107, 7, 0, 0, 28, 12, 7, 89, 37, 0, 15, 0, 0, 49, 0, 0, 18, 0, 0, 12, 0, 23, 511, 0, 141, 16, 0, 0, 605, 0, 281, 0, 0, 0, 0, 0, 3, 8, 511, 0, 20, 0, 0, 0, 5, 0, 1, 68, 4, 0, 6, 0, 5, 0, 1, 17, 0, 0, 0, 0, 1, 2, 16, 0, 0, 16, 28, 2
27, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 1, 2, 0, 40, 0, 2, 59, 1, 0, 16, 0, 0, 0, 0, 0, 0, 1, 4, 74, 0, 1, 2, 21, 2, 0, 0, 0, 0, 1, 3, 0, 2, 0, 0, 0, 583, 8, 0, 10, 35, 0, 0, 8, 0, 13, 0, 3, 1, 0, 0, 1, 0, 0, 0, 0, 13, 0, 12, 0, 0, 0, 8, 0, 0, 0, 0, 1, 0, 425, 0, 2, 1, 0, 16, 0, 0, 1, 0, 0, 5, 171, 0, 0, 0, 0, 506, 142, 1, 0, 0, 158, 0, 8, 110, 0, 144, 8, 0, 0, 0, 0, 1, 0, 5, 2, 0, 0, 314, 4, 69, 0, 5, 81, 0, 2, 0, 0, 3, 0, 3, 1, 769, 37, 0, 0, 4, 0, 5, 93, 0, 10, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 5, 1, 0, 0, 1, 423, 0, 0, 5, 0, 9, 0, 2, 0, 0, 2, 0, 0, 8, 0, 5, 0, 0, 141, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 16, 12, 0, 0, 0, 0, 0, 0, 0, 19, 4, 4, 0, 5, 0, 0, 0, 242, 286, 0, 0, 0, 0, 0, 0, 0, 7, 33, 2, 0, 0, 0, 1, 3, 22, 0, 0, 0, 441, 0, 0, 0, 4, 0, 0, 3, 111, 7, 0, 0, 28, 12, 7, 101, 37, 0, 15, 0, 0, 47, 0, 0, 22, 0, 0, 12, 0, 26, 567, 0, 141, 16, 0, 0, 589, 0, 284, 0, 0, 0, 0, 0, 3, 8, 414, 0, 281, 0, 0, 0, 5, 0, 1, 68, 4, 0, 6, 0, 5, 0, 1, 17, 0, 0, 0, 0, 1, 2, 16, 0, 0, 16, 30, 2
28, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 2, 0, 40, 0, 2, 63, 1, 0, 6, 0, 0, 0, 0, 0, 0, 1, 4, 74, 0, 1, 2, 10, 2, 0, 0, 0, 0, 1, 3, 0, 2, 0, 0, 0, 588, 8, 0, 10, 35, 0, 5, 8, 0, 13, 0, 3, 1, 0, 0, 1, 0, 0, 0, 0, 13, 0, 12, 0, 0, 0, 8, 0, 0, 0, 0, 1, 0, 425, 0, 2, 1, 0, 9, 0, 0, 1, 0, 0, 5, 171, 0, 0, 0, 0, 503, 142, 1, 0, 0, 297, 0, 8, 111, 0, 116, 8, 0, 0, 0, 0, 1, 0, 5, 2, 0, 0, 318, 4, 69, 0, 5, 81, 0, 2, 0, 0, 3, 0, 3, 1, 783, 34, 0, 0, 4, 0, 5, 93, 0, 10, 1, 0, 0, 15, 1, 0, 0, 0, 1, 0, 5, 2, 0, 0, 1, 423, 0, 0, 5, 0, 9, 0, 6, 0, 0, 2, 0, 0, 8, 0, 5, 0, 0, 142, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 6, 12, 0, 0, 0, 0, 0, 0, 0, 19, 4, 4, 0, 5, 0, 0, 0, 251, 286, 0, 0, 0, 0, 0, 0, 0, 7, 31, 2, 0, 0, 0, 1, 3, 22, 0, 0, 0, 441, 0, 0, 0, 4, 0, 0, 3, 112, 7, 0, 0, 28, 4, 7, 104, 37, 0, 15, 0, 0, 52, 0, 0, 20, 0, 0, 12, 0, 24, 556, 6, 141, 5, 0, 0, 589, 0, 159, 0, 0, 0, 0, 0, 3, 8, 414, 0, 11, 0, 0, 3, 5, 0, 1, 68, 4, 0, 6, 0, 3, 0, 1, 17, 0, 3, 0, 0, 1, 2, 5, 0, 0, 6, 28, 2
29, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 2, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 2, 0, 4, 161, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 172, 4, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 76, 28, 1, 0, 0, 2, 0, 12, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 1, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 30, 0, 0, 0, 23, 0, 184, 0, 0, 0, 0, 0, 0, 0, 2, 0, 141, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
30, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 2, 0, 40, 0, 2, 61, 1, 0, 6, 0, 0, 0, 0, 0, 0, 1, 4, 74, 0, 1, 2, 10, 2, 0, 0, 0, 0, 1, 3, 0, 2, 0, 0, 0, 622, 8, 0, 10, 37, 0, 2, 8, 0, 13, 0, 3, 1, 0, 0, 1, 0, 0, 0, 0, 13, 0, 12, 0, 0, 0, 8, 0, 0, 0, 0, 1, 0, 426, 0, 2, 1, 0, 6, 0, 0, 1, 0, 0, 5, 171, 0, 0, 0, 0, 531, 143, 1, 0, 0, 294, 0, 8, 108, 0, 122, 8, 0, 0, 0, 0, 1, 0, 5, 4, 0, 0, 302, 4, 69, 0, 5, 81, 0, 2, 0, 0, 3, 0, 3, 1, 1160, 67, 0, 0, 4, 0, 6, 93, 0, 10, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 5, 1, 0, 0, 1, 424, 0, 0, 5, 0, 11, 0, 7, 0, 0, 2, 0, 0, 8, 0, 5, 0, 0, 131, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 6, 12, 0, 0, 0, 0, 0, 0, 0, 19, 4, 4, 0, 5, 0, 0, 0, 249, 367, 0, 0, 0, 0, 0, 0, 0, 7, 31, 2, 0, 0, 0, 1, 3, 22, 0, 0, 0, 442, 0, 0, 0, 4, 0, 0, 3, 109, 7, 0, 0, 28, 4, 7, 93, 37, 0, 15, 0, 0, 53, 0, 0, 19, 0, 0, 12, 0, 24, 556, 0, 141, 5, 0, 0, 623, 0, 139, 0, 0, 0, 0, 0, 3, 8, 549, 0, 3, 0, 0, 0, 5, 0, 1, 68, 1, 0, 6, 0, 3, 0, 1, 17, 0, 0, 0, 0, 1, 2, 5, 0, 0, 6, 29, 3
31, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 36, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 8, 0, 0, 0, 9, 0, 2, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 327, 8, 0, 19, 76, 0, 2, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 7, 17, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 2312, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 3, 1, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 8, 17, 0, 0, 12, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 81, 0, 0, 0, 0, 191, 0, 0, 0, 0, 14, 0, 0, 29, 93, 2, 0, 0, 14, 0, 35, 0, 0, 8, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 553, 0, 0, 0, 0, 111, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 14, 4, 3, 0, 0, 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 676, 1, 0, 0, 0, 0, 0, 3, 18, 0, 0, 0, 1, 0, 0, 113, 0, 0, 2, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 116, 4, 2, 5, 3, 0, 0, 12, 0, 93, 0, 0, 0, 0, 0, 0, 2, 0, 0, 79, 0, 0, 130, 0, 0, 0, 17, 0, 0, 0, 1, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 12, 0
32, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 35, 0, 0, 0, 2, 0, 3, 1, 0, 0, 0, 0, 3, 1, 0, 0, 0, 9, 2, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 284, 7, 0, 1, 190, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 2, 0, 5, 14, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 2272, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 36, 0, 0, 0, 1, 0, 5, 0, 0, 0, 0, 0, 8, 18, 0, 0, 9, 1, 0, 0, 0, 0, 0, 4, 0, 0, 0, 82, 0, 0, 1, 0, 0, 0, 0, 2, 0, 14, 0, 0, 38, 23, 4, 0, 0, 11, 0, 14, 0, 3, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 7, 0, 407, 0, 2, 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 14, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 2, 0, 5, 2, 0, 0, 0, 0, 505, 1, 0, 0, 0, 0, 0, 3, 18, 0, 0, 0, 1, 0, 0, 113, 0, 0, 3, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 132, 1, 0, 9, 0, 0, 0, 12, 0, 57, 0, 0, 0, 0, 0, 0, 2, 0, 0, 41, 1, 1, 0, 0, 0, 0, 4, 0, 0, 0, 2, 4, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0
33, 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 2, 0, 40, 0, 2, 62, 1, 0, 6, 0, 0, 0, 0, 0, 0, 1, 3, 74, 0, 1, 2, 11, 2, 0, 0, 0, 0, 1, 3, 0, 2, 0, 0, 0, 562, 8, 0, 10, 36, 0, 2, 8, 0, 13, 0, 3, 1, 0, 0, 1, 0, 0, 0, 0, 12, 0, 12, 0, 0, 0, 8, 0, 0, 0, 0, 1, 0, 425, 0, 2, 1, 0, 6, 0, 0, 1, 0, 0, 5, 171, 0, 0, 0, 0, 515, 143, 1, 0, 0, 292, 0, 8, 103, 0, 122, 8, 0, 0, 0, 0, 1, 0, 5, 2, 0, 0, 287, 4, 69, 0, 5, 81, 0, 2, 0, 0, 3, 0, 3, 1, 888, 31, 0, 0, 4, 0, 6, 93, 0, 10, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 5, 1, 0, 0, 1, 423, 0, 0, 5, 0, 9, 0, 5, 0, 0, 2, 0, 0, 8, 0, 5, 0, 0, 124, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 6, 11, 0, 0, 0, 0, 0, 0, 0, 19, 3, 4, 0, 5, 0, 0, 0, 248, 289, 0, 0, 0, 0, 0, 0, 0, 7, 31, 2, 0, 0, 0, 1, 3, 22, 0, 0, 0, 441, 0, 0, 0, 4, 0, 0, 3, 104, 7, 0, 0, 28, 4, 7, 86, 37, 0, 15, 0, 0, 53, 0, 0, 20, 0, 0, 12, 0, 24, 550, 0, 141, 5, 0, 0, 590, 0, 142, 0, 0, 0, 0, 0, 3, 8, 419, 0, 1, 0, 0, 0, 5, 0, 1, 68, 4, 0, 6, 0, 3, 0, 1, 17, 0, 0, 0, 0, 1, 2, 5, 0, 0, 6, 28, 3
